datetime,wind_speed,value
201010096,9,124
201010097,8.8,135
201010098,8.6,135
201010099,8.2,141
2010100910,7.8,134
2010100911,7.4,122
2010100912,6.9,122
2010100913,6.6,100
2010100914,6.3,93
2010100915,6.1,92
2010100916,6,92
2010100917,5.9,104
2010100918,5.8,115
2010100919,5.7,124
2010100920,5.4,124
2010100921,5.3,129
2010100922,5.1,122
2010100923,4.9,109
201010100,4.7,109
201010101,4.7,84
201010102,4.9,75
201010103,5,72
201010104,5.2,72
201010105,5.2,85
201010106,5.5,97
201010107,5.5,110
201010108,5.6,110
201010109,5.5,123
2010101010,5.4,122
2010101011,5.4,113
2010101012,5.4,113
2010101013,5.2,92
2010101014,5.2,82
2010101015,5.2,79
2010101016,5.1,79
2010101017,5.1,88
2010101018,5.1,99
2010101019,5.1,111
2010101020,5,111
2010101021,4.9,125
2010101022,4.8,124
2010101023,4.6,115
201010110,4.5,115
201010111,4.4,91
201010112,4.4,79
201010113,4.7,72
201010114,4.8,72
201010115,5,78
201010116,5.2,89
201010117,5.4,102
201010118,5.7,102
201010119,5.8,120
2010101110,6,123
2010101111,6.2,118
2010101112,6.3,118
2010101113,6.5,98
2010101114,6.7,85
2010101115,7.1,77
2010101116,7.2,77
2010101117,7.6,78
2010101118,8,86
2010101119,8.3,97
2010101120,8.6,97
2010101121,8.8,114
2010101122,9.1,117
2010101123,9.3,113
201010120,9.5,113
201010121,9.7,92
201010122,10,79
201010123,10.3,70
201010124,10.5,70
201010125,10.8,69
201010126,11,77
201010127,11.2,89
201010128,11.6,89
201010129,12,109
2010101210,12.5,115
2010101211,13,115
2010101212,13.4,115
2010101213,13.7,99
2010101214,14,85
2010101215,14.3,74
2010101216,14.5,74
2010101217,14.6,67
2010101218,14.8,71
2010101219,15,80
2010101220,14.9,80
2010101221,14.7,98
2010101222,14.6,104
2010101223,14.5,105
201010130,14.3,105
201010131,14.1,93
201010132,13.9,82
201010133,13.7,73
201010134,13.6,73
201010135,13.4,68
201010136,13.3,73
201010137,13.1,83
201010138,13,83
201010139,12.8,103
2010101310,12.7,112
2010101311,12.4,116
2010101312,12.2,116
2010101313,12,108
2010101314,11.9,97
2010101315,11.7,86
2010101316,11.7,86
2010101317,11.5,75
2010101318,11.4,76
2010101319,11.2,81
2010101320,11.1,81
2010101321,11.1,95
2010101322,11,102
2010101323,11,106
201010140,10.8,106
201010141,10.8,100
201010142,11.1,91
201010143,11.5,81
201010144,11.9,81
201010145,12.4,71
201010146,12.9,72
201010147,13.2,78
201010148,13.3,78
201010149,13.4,95
2010101410,13.3,104
2010101411,13.3,110
2010101412,13.2,110
2010101413,13,110
2010101414,12.9,104
2010101415,12.7,94
2010101416,12.6,94
2010101417,12.4,81
2010101418,12.3,79
2010101419,12.2,82
2010101420,11.9,82
2010101421,11.2,94
2010101422,10.9,103
2010101423,10.6,109
201010150,10.3,109
201010151,9.9,111
201010152,9.9,106
201010153,9.9,99
201010154,10.2,99
201010155,10.5,88
201010156,10.7,86
201010157,10.7,88
201010158,10.8,88
201010159,10.9,101
2010101510,11,109
2010101511,10.9,117
2010101512,10.9,117
2010101513,10.9,122
2010101514,10.9,119
2010101515,11,113
2010101516,11.1,113
2010101517,11.3,101
2010101518,10.8,96
2010101519,11.4,96
2010101520,11.8,96
2010101521,11.8,103
2010101522,11.9,109
2010101523,12,115
201010160,12.3,115
201010161,12.7,120
201010162,12.6,120
201010163,13.3,116
201010164,13.2,116
201010165,13.1,109
201010166,12.9,106
201010167,12.7,107
201010168,12.4,107
201010169,12.2,114
2010101610,12.2,120
2010101611,12,126
2010101612,11.8,126
2010101613,11.8,132
2010101614,11.6,132
2010101615,11.6,128
2010101616,11.5,128
2010101617,11.4,117
2010101618,11.3,110
2010101619,11.1,105
2010101620,10.8,105
2010101621,10.6,102
2010101622,10.4,103
2010101623,9.9,106
201010170,9.8,106
201010171,9.5,111
201010172,9.2,112
201010173,9.2,112
201010174,8.8,112
201010175,8.3,107
201010176,7.8,104
201010177,7.4,102
201010178,7.1,102
201010179,6.9,104
2010101710,6.8,107
2010101711,6.7,112
2010101712,6.6,112
2010101713,6.5,121
2010101714,6.4,124
2010101715,6.5,125
2010101716,6.3,125
2010101717,6,119
2010101718,5.7,113
2010101719,5.3,106
2010101720,4.8,106
2010101721,4.3,98
2010101722,3.8,97
2010101723,3.4,97
201010180,2.9,97
201010181,2.2,102
201010182,1.5,105
201010183,1,107
201010184,0.5,107
201010185,0.9,107
201010186,1.9,104
201010187,2.9,101
201010188,3.6,101
201010189,4.3,97
2010101810,4.7,97
2010101811,5.2,99
2010101812,5.6,99
2010101813,5.9,106
2010101814,6.3,110
2010101815,6.5,114
2010101816,6.9,114
2010101817,7.2,113
2010101818,7.5,109
2010101819,7.5,103
2010101820,7.4,103
2010101821,7.3,91
2010101822,7,86
2010101823,6.8,84
201010190,6.6,84
201010191,6.3,86
201010192,6.1,90
201010193,5.9,95
201010194,5.7,95
201010195,5.4,100
201010196,5.3,100
201010197,5,98
201010198,4.6,98
201010199,4.3,91
2010101910,4,88
2010101911,3.7,87
2010101912,3.5,87
2010101913,3.3,92
2010101914,3,97
2010101915,2.8,102
2010101916,2.6,102
2010101917,2.4,109
2010101918,2.2,109
2010101919,2.1,105
2010101920,1.9,105
2010101921,1.8,94
2010101922,1.9,88
2010101923,1.9,84
201010200,2,84
201010201,1.9,84
201010202,1.8,89
201010203,1.8,96
201010204,1.8,96
201010205,2.1,107
201010206,2.5,110
201010207,3,111
201010208,3.1,111
201010209,3.1,105
2010102010,3.1,100
2010102011,3.1,96
2010102012,3.1,96
2010102013,3.2,96
2010102014,3.3,99
2010102015,3.3,104
2010102016,3.5,104
2010102017,3.6,113
2010102018,3.7,115
2010102019,3.7,113
2010102020,3.6,113
2010102021,3.5,101
2010102022,3.5,91
2010102023,3.5,82
201010210,3.4,82
201010211,3.4,75
201010212,3.3,76
201010213,3.5,80
201010214,3.7,80
201010215,4,91
201010216,4.2,95
201010217,4.6,96
201010218,4.8,96
201010219,4.9,89
2010102110,5,82
2010102111,5.1,74
2010102112,5.2,74
2010102113,5.3,67
2010102114,5.6,68
2010102115,5.9,72
2010102116,6.1,72
2010102117,6.2,83
2010102118,6.5,87
2010102119,6.7,88
2010102120,7,88
2010102121,7.3,79
2010102122,7.4,69
2010102123,7.6,59
201010220,7.7,59
201010221,8,48
201010222,8.2,48
201010223,8.6,52
201010224,9.1,52
201010225,9.4,66
201010226,10,74
201010227,10.5,79
201010228,10.9,79
201010229,11.3,77
2010102210,11.6,70
2010102211,11.9,62
2010102212,12.1,62
2010102213,12.4,52
2010102214,12.7,51
2010102215,13,55
2010102216,13.3,55
2010102217,13.6,68
2010102218,13.9,75
2010102219,14.1,79
2010102220,14.2,79
2010102221,14.4,76
2010102222,14.4,67
2010102223,14.4,57
201010230,14.4,57
201010231,14.5,44
201010232,14.5,43
201010233,14.4,47
201010234,14.5,47
201010235,14.4,63
201010236,14.4,74
201010237,14,82
201010238,13.7,82
201010239,13.3,87
2010102310,13,82
2010102311,12.6,75
2010102312,12.2,75
2010102313,11.5,64
2010102314,11,63
2010102315,10.7,66
2010102316,10.3,66
2010102317,10,80
2010102318,9.5,89
2010102319,8.9,96
2010102320,8.6,96
2010102321,8.7,96
2010102322,8.7,90
2010102323,8.5,81
201010240,8.4,81
201010241,8.1,67
201010242,7.4,65
201010243,6.6,68
201010244,5.8,68
201010245,4.9,84
201010246,3.9,96
201010247,3.3,107
201010248,2.8,107
201010249,2.6,116
2010102410,2.4,114
2010102411,2.5,106
2010102412,2.6,106
2010102413,2.7,90
2010102414,2.9,85
2010102415,3.2,84
2010102416,3.6,84
2010102417,4,93
2010102418,4.4,102
2010102419,4.9,109
2010102420,5.1,109
2010102421,5.4,112
2010102422,5.6,107
2010102423,5.8,98
201010250,6.1,98
201010251,6.5,79
201010252,6.6,73
201010253,6.2,72
201010254,6.3,72
201010255,6.5,84
201010256,6.3,94
201010257,6.1,105
201010258,6.1,105
201010259,6.2,115
2010102510,6.1,113
2010102511,5.9,106
2010102512,5.7,106
2010102513,5.7,88
2010102514,5.8,80
2010102515,6.2,76
2010102516,6.4,76
2010102517,6.4,81
2010102518,6.4,89
2010102519,6.7,97
2010102520,6.9,97
2010102521,6.7,104
2010102522,6.7,102
2010102523,6.6,94
201010260,7.1,94
201010261,7.6,76
201010262,7.5,68
201010263,7.6,64
201010264,7.5,64
201010265,7.4,73
201010266,7.3,83
201010267,7.3,95
201010268,7.2,95
201010269,7.2,111
2010102610,7.2,113
2010102611,7.1,109
2010102612,7.1,109
2010102613,6.9,93
2010102614,6.6,83
2010102615,6.3,78
2010102616,6.1,78
2010102617,6,80
2010102618,5.7,88
2010102619,5.5,97
2010102620,5.4,97
2010102621,5.3,110
2010102622,5.2,111
2010102623,5.1,106
201010270,5.2,106
201010271,5.4,90
201010272,5.6,80
201010273,5.8,74
201010274,5.7,74
201010275,5.8,78
201010276,5.8,86
201010277,5.7,97
201010278,5.8,97
201010279,6,114
2010102710,6.2,118
2010102711,6.5,116
2010102712,6.7,116
2010102713,6.9,101
2010102714,6.7,90
2010102715,6.4,82
2010102716,6.1,82
2010102717,6.6,78
2010102718,6.7,83
2010102719,6.7,91
2010102720,6.6,91
2010102721,6.5,104
2010102722,6.4,107
2010102723,6.2,106
201010280,6,106
201010281,5.7,92
201010282,5.4,82
201010283,5.1,75
201010284,4.9,75
201010285,4.6,73
201010286,4.4,80
201010287,4.2,90
201010288,4.2,90
201010289,3.9,109
2010102810,3.9,116
2010102811,3.9,118
2010102812,4,118
2010102813,4,108
2010102814,4.2,98
2010102815,4.2,88
2010102816,4.5,88
2010102817,4.8,79
2010102818,5.3,81
2010102819,5.7,87
2010102820,6.1,87
2010102821,6.5,100
2010102822,6.8,105
2010102823,7.3,107
201010290,7.4,107
201010291,7.8,98
201010292,8,89
201010293,8.2,80
201010294,8.2,80
201010295,8.3,74
201010296,8.2,77
201010297,8.3,84
201010298,8.3,84
201010299,8.1,102
2010102910,8,112
2010102911,7.8,117
2010102912,7.8,117
2010102913,7.8,113
2010102914,7.9,104
2010102915,8,94
2010102916,8.1,94
2010102917,8.2,81
2010102918,8.2,80
2010102919,8.3,83
2010102920,8.2,83
2010102921,8.1,95
2010102922,7.9,102
2010102923,7.7,108
201010300,7.5,108
201010301,7.2,109